area_sqft,bedroom_num,bathroom_num,balcony_num,property_type_code,facing_code,age_years,price_per_sqft,total_rooms,room_bath_ratio,price
1845.05724,4.0,4.0,3.0,1.0,8.0,15.0,0.1598866385305206,8.0,1.0,295.0
1150.02576,2.0,2.0,2.0,0.0,5.0,5.0,0.13738822685154461,4.0,1.0,158.0
1650.01356,3.0,3.0,3.0,0.0,3.0,3.0,0.16969557510787972,6.0,1.0,280.0
623.98908,2.0,1.0,1.0,1.0,3.0,7.5,0.0753218309525545,3.0,2.0,47.0
2290.041,3.0,4.0,3.0,0.0,2.0,3.0,0.07554449898495266,7.0,0.75,173.0
450.04284,7.0,4.0,3.0,1.0,3.0,1.0,0.08888042747219353,11.0,1.75,40.0
2046.98988,3.0,3.0,3.0,0.0,6.0,3.0,0.13580917166038944,6.0,1.0,278.0
1800.0,3.0,3.0,2.0,0.0,4.0,3.0,0.13611111111111113,6.0,1.0,245.00000000000003
595.0,2.0,2.0,2.0,0.0,1.0,5.0,0.07563025210084033,4.0,1.0,45.0
1199.97072,2.0,2.0,2.0,0.0,1.0,0.0,0.1250030500744218,4.0,1.0,150.0
2200.05396,3.0,4.0,3.0,0.0,4.0,7.5,0.18090465381130924,7.0,0.75,398.0
641.7496799999999,3.0,3.0,3.0,0.0,1.0,3.0,0.06077135870172932,6.0,1.0,39.0
1700.0,3.0,3.0,2.0,0.0,7.0,3.0,0.14705882352941177,6.0,1.0,250.0
1199.97072,2.0,2.0,2.0,0.0,1.0,3.0,0.05000122002976873,4.0,1.0,60.0
1880.04024,3.0,2.0,3.0,0.0,3.0,7.5,0.06914745612040729,5.0,1.5,130.0
1929.01644,3.0,3.0,1.0,0.0,2.0,3.0,0.08294382395206543,6.0,1.0,160.0
582.9782399999999,1.0,1.0,1.0,0.0,2.0,3.0,0.043740912182245434,2.0,1.0,25.5
596.12,2.0,2.0,3.0,0.0,3.0,1.0,0.10065087566261827,4.0,1.0,60.0
1135.0,3.0,3.0,2.0,0.0,3.0,5.0,0.05814977973568282,6.0,1.0,66.0
1500.0,4.0,5.0,3.0,0.0,1.0,5.0,0.06333333333333334,9.0,0.8,95.0
